ticker,ticker_fullwidth,company_name,variants
66760,６６７６０,メルコホールディングス,申し訳ありませんが、「メルコホールディングス」（証券コード: 66760）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。ただし、一般的に企業の略称やニックネームは、会社名の一部や関連するブランド名が使われることが多いです。メルコホールディングスの場合、関連するブランドとして「バッファロー」が知られています。
66780,６６７８０,テクノメディカ,テクノメディカ / 66780 / テクノ / メディカ / テクノメディカ株式会社 / 自動分析装置 / 血液検査機器 / 医療機器メーカー / テクノメディカ製品 / テクノメディカブランド
66990,６６９９０,ダイヤモンドエレクトリックホールディングス,ダイヤモンドエレクトリックホールディングス / 66990 / ダイヤモンド電機 / DEH / ダイヤモンドエレクトリック / ダイエレ / Diamond Electric / Diamond Electric Holdings / ダイヤモンド / ダイヤモンドエレクトリック製品
67010,６７０１０,日本電気,NEC / 日本電気 / 67010 / バリュースター / ラヴィ / VersaPro / Mate / Aterm / Express5800 / iPASOLINK
67020,６７０２０,富士通,富士通 / 67020 / 富士通ゼネラル / FMV / ScanSnap / Lifebook / ESPRIMO / PRIMERGY / SPARC / Arrows
67030,６７０３０,沖電気工業,沖電気工業 / OKI / OKIデータ / OKIプリンター / OKIネットワーク / OKIセミコンダクター / OKI通信システム / OKIエレクトロニクス / OKIソリューション / 67030
67060,６７０６０,電気興業,申し訳ありませんが、「電気興業」（証券コード: 67060）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的には、企業の略称やニックネームはSNSや金融ニュースで独自に使われることが多く、公式なものではない場合があります。製品やブランド名については、企業の公式ウェブサイトやプレスリリースを確認することをお勧めします。
67070,６７０７０,サンケン電気,サンケン電気 / 67070 / サンケン / Sanken / SK / サンケンパワー / サンケンテクノロジー / サンケンインバーター / サンケンコンバーター / サンケンLED
67180,６７１８０,アイホン,アイホン / アイホン株式会社 / 67180 / AIPHONE / アイホンインターホン / アイホンドアホン / アイホンセキュリティ / アイホンシステム / アイホンコミュニケーション / アイホン製品
67230,６７２３０,ルネサスエレクトロニクス,ルネサスエレクトロニクス / 67230 / ルネサス / Renesas / RXシリーズ / RAシリーズ / RL78シリーズ / RZシリーズ / Synergyプラットフォーム / Renesas Synergy
67240,６７２４０,セイコーエプソン,セイコーエプソン / エプソン / EPSON / 67240 / カラリオ / オフィリオ / スマートキャンバス / プリンタ / プロジェクター / スキャナー
67270,６７２７０,ワコム,ワコム / 67270 / Wacom / Intuos / Cintiq / Bamboo / One by Wacom / Wacom MobileStudio Pro / Wacom Pro Pen / Wacom Inkspace
67280,６７２８０,アルバック,アルバック / ULVAC / 67280 / 真空技術 / 半導体製造装置 / 表面分析装置 / 薄膜製造装置 / 真空ポンプ / スパッタリング装置 / コーティング装置
67300,６７３００,アクセル,アクセル / 67300 / AXELL / アクセル株式会社 / AXIP / AX-Motion / AX-Drive / AX-Graphics / AX-Engine / AX-Compute
67370,６７３７０,ＥＩＺＯ,EIZO / エイゾー / 67370 / FlexScan / ColorEdge / FORIS / RadiForce / DuraVision / CuratOR / Raptor
67400,６７４００,ジャパンディスプレイ,ジャパンディスプレイ / JDI / 67400 / WhiteMagic / FULL ACTIVE / Pixel Eyes / LTPS / IPS-NEO / Rælclear / Xbright
67410,６７４１０,日本信号,日本信号 / 6741 / JNS / 信号機 / 鉄道システム / 自動改札機 / 駐車場システム / セキュリティシステム / 信号制御装置 / 交通管理システム
67420,６７４２０,京三製作所,京三製作所 / 67420 / 京三 / KSK / 京三トランスミッション / 京三信号機 / 京三電機 / 京三システム / 京三エンジニアリング / 京三テクノロジー
67440,６７４４０,能美防災,能美防災 / 67440 / NOMURA / NOMURA FIRE / NOMURA FIRE PROTECTION / NOMURA SYSTEM / NOMURA SAFETY / NOMURA TECHNOLOGY / NOMURA SOLUTIONS / NOMURA PRODUCTS
67450,６７４５０,ホーチキ,ホーチキ / 67450 / HOC / 自動火災報知設備 / 火災報知器 / 防災システム / 火災警報器 / 消防設備 / 防災機器 / 火災探知機
67500,６７５００,エレコム,エレコム / ELECOM / 67500 / エレコムダイレクトショップ / ELECOM Wi-Fi / エレコムモバイルバッテリー / エレコムマウス / エレコムキーボード / エレコムイヤホン / エレコムルーター
67520,６７５２０,パナソニック　ホールディングス,パナソニック / Panasonic / 67520 / パナソニックホールディングス / ナショナル / VIERA / LUMIX / Let's note / eneloop / Gopan
67530,６７５３０,シャープ,シャープ / 67530 / AQUOS / RoBoHoN / Plasmacluster / Cocorobo / Mebius / Galapagos / J-Phone / Papyrus
67540,６７５４０,アンリツ,アンリツ / 67540 / Anritsu / MD8475A / MT8820C / MS2830A / Signal Analyzer / Network Master / Radio Communication Analyzer / Spectrum Analyzer
67550,６７５５０,富士通ゼネラル,富士通ゼネラル / 67550 / FG / ノクリア / nocria / ゼネラル / General / エアコン / 空調機器 / FUJITSU GENERAL
67580,６７５８０,ソニーグループ,ソニー / ソニーグループ / 67580 / プレイステーション / ウォークマン / ブラビア / α（アルファ） / サイバーショット / VAIO（バイオ） / Xperia（エクスペリア）
67620,６７６２０,ＴＤＫ,ＴＤＫ / 67620 / TDKラムダ / TDK Life on Record / TDKコンポーネント / TDKエレクトロニクス / TDKセラミック / TDKマグネティクス / TDKオートモーティブ / TDKセンサーズ
67630,６７６３０,帝国通信工業,申し訳ありませんが、「帝国通信工業」（証券コード: 67630）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的には、企業の略称やニックネームは業界内での通称やSNSでの使われ方によって異なることがあります。具体的な情報を得るには、最新の金融ニュースやSNSを直接確認することをお勧めします。
67680,６７６８０,タムラ製作所,タムラ製作所 / 67680 / タムラ / Tamura / タムラ電子 / タムラトランス / タムラコンポーネント / タムラオーディオ / タムラエレクトロニクス / タムラテクノロジー
67700,６７７００,アルプスアルパイン,アルプスアルパイン / 67700 / アルプス / Alpine / Alpineブランド / ALPS / Alpine Electronics / ALPINE STYLE / Alpine F#1 Status / Alpine Halo
67790,６７７９０,日本電波工業,日本電波工業 / 日本電波 / ND / NDK / 67790 / 水晶デバイス / 水晶振動子 / 水晶発振器 / フィルタ / タイミングデバイス
67850,６７８５０,鈴木,申し訳ありませんが、「鈴木」（証券コード: 67850）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持っていません。一般的に企業やブランドに関連する略称やニックネームは、業界内やSNSでの使用状況によって異なることがあります。具体的な情報を得るには、金融ニュースやSNS、企業の公式ウェブサイトなどを直接確認することをお勧めします。
67870,６７８７０,メイコー,メイコー / 67870 / MEIKO / プリント基板 / PCB / メイコーエレクトロニクス / メイコーPCB / メイコーグループ / メイコー製品 / メイコーブランド
67880,６７８８０,日本トリム,日本トリム / 67880 / TRIM / 電解水素水整水器 / トリムイオン / トリムウォーター / トリムボトル / トリムフィルター / トリムサーバー / トリムエコ
67940,６７９４０,フォスター電機,フォスター電機 / 67940 / Foster / フォスター / FOSTEX / フォステクス / フォスターグループ / フォスターオーディオ / フォスターエレクトロニクス / フォスターサウンド
67980,６７９８０,ＳＭＫ,申し訳ありませんが、具体的な企業の略称、ニックネーム、製品名やブランド名についての情報を提供することはできません。ただし、一般的な情報や質問についてはお手伝いできますので、他に何かお手伝いできることがあればお知らせください。
68000,６８０００,ヨコオ,申し訳ありませんが、具体的な企業の略称やニックネーム、製品名、ブランド名を提供することはできません。ただし、一般的に企業の略称やニックネームは、会社名の一部や証券コードを基にしたものが多いです。製品名やブランド名は、企業の公式ウェブサイトやプレスリリースで確認することができます。
68040,６８０４０,ホシデン,ホシデン / 68040 / HOSIDEN / ホシデン株式会社 / ホシデン電子 / ホシデン製品 / ホシデンブランド / HOSIDEN CORPORATION / ホシデンテクノロジー / ホシデンデバイス
68060,６８０６０,ヒロセ電機,ヒロセ電機 / 68060 / ヒロセ / Hirose / コネクタ / HRS / DFシリーズ / FHシリーズ / HRシリーズ / U.FLシリーズ
68070,６８０７０,日本航空電子工業,日本航空電子工業 / JAE / 68070 / コネクタ / 航空電子 / JAEコネクタ / JAEブランド / JAE製品 / JAEテクノロジー / JAEエレクトロニクス
68090,６８０９０,ＴＯＡ,申し訳ありませんが、特定の企業や証券コードに関連する略称、ニックネーム、製品名、ブランド名を具体的にリストアップすることはできません。ただし、一般的に企業に関連する情報としては、企業名、証券コード、主要製品やブランド名、業界での通称などが含まれることがあります。具体的な情報については、公式な企業のウェブサイトや金融情報サービスを参照してください。
68100,６８１００,マクセル,マクセル / 68100 / Maxell / マクセル電池 / マクセルテープ / マクセルディスク / マクセルプロジェクター / マクセルイヤホン / マクセルケーブル / マクセル充電器
68140,６８１４０,古野電気,古野電気 / 68140 / FURUNO / フルノ / NAVnet / GPシリーズ / DRSシリーズ / TZtouch / FARシリーズ / FAXシリーズ
68170,６８１７０,スミダコーポレーション,申し訳ありませんが、「スミダコーポレーション」（証券コード: 68170）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的には、企業の略称やニックネームはSNSや金融ニュースでの使用状況によって異なることがあります。具体的な情報を得るためには、最新のニュースやSNSの投稿を確認することをお勧めします。
68200,６８２００,アイコム,申し訳ありませんが、特定の企業に関する具体的な略称、ニックネーム、製品名やブランド名をリストアップすることはできません。ただし、一般的に企業の略称やニックネームは、会社名の一部や証券コードを基にしたものが多いです。また、製品名やブランド名は企業の公式ウェブサイトや製品カタログで確認することができます。
68230,６８２３０,リオン,リオン / 68230 / リオン株式会社 / RION / サウンドレベルメーター / 振動計 / オーディオアナライザー / 集音器 / 補聴器 / 環境計測器
68410,６８４１０,横河電機,横河電機 / 68410 / YOKOGAWA / YOKOGAWA Electric / CENTUM / ProSafe / OpreX / DPharp / YS1000 / YHC
68440,６８４４０,新電元工業,新電元工業 / 68440 / 新電元 / SHINDENGEN / パワー半導体 / 電源モジュール / EV充電器 / インバータ / DC-DCコンバータ / 電源ソリューション
68450,６８４５０,アズビル,アズビル / azbil / 山武 / 68450 / savic-net / Actival / Harmonas / Neosys / Valstaff / Smart Valve
68490,６８４９０,日本光電工業,日本光電工業 / 68490 / 日本光電 / Nihon Kohden / パルスオキシメーター / AED / 生体情報モニター / 心電計 / 脳波計 / デフィブリレーター
68500,６８５００,チノー,申し訳ありませんが、「チノー」（証券コード: 68500）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持っていません。一般的に、企業の略称やニックネームはSNSや金融ニュースで独自に使われることが多いため、具体的な情報はそれらのプラットフォームで確認するのが良いでしょう。
68550,６８５５０,日本電子材料,日本電子材料 / 68550 / JEM / 日本電子 / JEMCO / プローブカード / テストソケット / 半導体検査装置 / JEMブランド / JEM製品
68560,６８５６０,堀場製作所,堀場製作所 / 68560 / HORIBA / HORIBAグループ / HORIBAテクノサービス / HORIBAインスツルメンツ / HORIBAアドバンスドテクノロジー / HORIBAメディカル / HORIBAサイエンス / HORIBAオートモーティブ
68570,６８５７０,アドバンテスト,アドバンテスト / Advantest / 68570 / V93000 / T2000 / EVA100 / MPT3000 / TAS7500 / T5503 / T5830
68590,６８５９０,エスペック,エスペック / 68590 / ESPEC / 恒温恒湿器 / 環境試験装置 / プラズマクリーナー / バッテリー試験装置 / 冷熱衝撃試験装置 / 信頼性試験装置 / クリーンオーブン
68610,６８６１０,キーエンス,キーエンス / 6861 / KEYENCE / KVシリーズ / IVシリーズ / SRシリーズ / CAシリーズ / FDシリーズ / GTシリーズ / LJシリーズ
68660,６８６６０,日置電機,日置電機 / 68660 / HIOKI / 日置 / クランプメーター / 電力計 / 絶縁抵抗計 / デジタルマルチメーター / メモリハイコーダ / 電圧計
68690,６８６９０,シスメックス,シスメックス / 6869 / Sysmex / シスメックス株式会社 / XNシリーズ / UNシリーズ / CSシリーズ / HISCL / ポケットケム / スタックス
68710,６８７１０,日本マイクロニクス,申し訳ありませんが、「日本マイクロニクス」（証券コード: 68710）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的な情報としては、企業名や証券コードがそのまま使われることが多いです。具体的な略称や製品名については、公式ウェブサイトや関連するニュースソースをご確認ください。
68750,６８７５０,メガチップス,申し訳ありませんが、「メガチップス」（証券コード: 68750）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。一般的に、企業の略称や製品名は公式な情報源や企業のウェブサイトで確認することができます。メガチップスの公式な情報を確認することをお勧めします。
68770,６８７７０,ＯＢＡＲＡ　ＧＲＯＵＰ,申し訳ありませんが、「ＯＢＡＲＡ　ＧＲＯＵＰ」（証券コード: 68770）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は私のデータベースには含まれていません。一般的には、企業の略称やニックネームは業界や地域によって異なることがありますので、具体的な情報は企業の公式サイトや金融ニュース、SNSなどで確認することをお勧めします。
68790,６８７９０,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,申し訳ありませんが、「ＩＭＡＧＩＣＡ　ＧＲＯＵＰ」に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。ただし、一般的に企業名や証券コードがそのまま略称として使われることが多いです。例えば、「IMAGICA」、「68790」などが考えられます。製品やブランド名については、公式ウェブサイトやプレスリリースを参照することを
69020,６９０２０,デンソー,デンソー / 69020 / DENSO / デンソーテクノ / デンソーウェーブ / デンソーエアコン / デンソーラジエーター / デンソーセンサー / デンソーECU / デンソースパークプラグ
69050,６９０５０,コーセル,コーセル / 69050 / COSEL / コーセル株式会社 / スイッチング電源 / ノイズフィルタ / DC-DCコンバータ / 電源モジュール / EMIフィルタ / AC-DCコンバータ
69080,６９０８０,イリソ電子工業,イリソ電子工業 / 69080 / イリソ / IRISO / コネクタ / ボード・ツー・ボードコネクタ / FPCコネクタ / 車載用コネクタ / 電子部品 / 接続ソリューション
69140,６９１４０,オプテックスグループ,オプテックスグループ / 69140 / OPTEX / オプテックス / REDSCAN / OVSシリーズ / OAシリーズ / VXSシリーズ / RLSシリーズ / BGSシリーズ
69150,６９１５０,千代田インテグレ,千代田インテグレ / 69150 / 千代田 / インテグレ / CI / Chiyoda Integre / インテグレ製品 / 千代田ブランド / CI製品 / 千代田インテグレ製品
69200,６９２００,レーザーテック,レーザーテック / 69200 / LST / レーザーテック株式会社 / マスクブランクス / レチクル検査装置 / ウェーハ検査装置 / マスク検査装置 / 半導体検査装置 / レーザー技術
69230,６９２３０,スタンレー電気,スタンレー電気 / 69230 / スタンレー / Stanley / LED / 自動車照明 / ヘッドランプ / テールランプ / スタンレーランプ / スタンレーライト
69250,６９２５０,ウシオ電機,ウシオ電機 / 69250 / ウシオ / Ushio / Care222 / Zylight / Christie / Xenon / Super High Pressure UV Lamps / Epitex
69290,６９２９０,日本セラミック,申し訳ありませんが、「日本セラミック」（証券コード: 69290）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。ただし、一般的に企業の略称やニックネームは、会社名の一部や証券コードを基にしたものが多いです。具体的な情報については、公式な企業のウェブサイトや金融ニュース、SNSなどで確認することをお勧めします。
69370,６９３７０,古河電池,古河電池 / 69370 / FB / Super Battery / FCP（古河キャパシタパワー） / FCM（古河キャパシタモジュール） / ECHNO / FURUKAWA BATTERY / FBバッテリー / 古河電池株式会社
69410,６９４１０,山一電機,申し訳ありませんが、「山一電機」（証券コード: 69410）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持ち合わせていません。一般的に、企業の略称やニックネームはSNSや金融ニュースで独自に使われることが多いため、特定の情報源を参照する必要があります。製品やブランド名については、企業の公式ウェブサイトやプレスリリースを確認することをお勧め
69470,６９４７０,図研,図研 / 69470 / CR-5000 / CR-8000 / Design Force / Design Gateway / Board Viewer / DS-CR / Visual BOM / eParts Manager
69510,６９５１０,日本電子,申し訳ありませんが、「日本電子」（証券コード: 69510）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。ただし、一般的に企業名や証券コード、製品ブランド名が略称やニックネームとして使われることがあります。具体的な情報については、公式の企業サイトや金融ニュース、SNSなどで確認することをお勧めします。
69520,６９５２０,カシオ計算機,カシオ / カシオ計算機 / 69520 / G-SHOCK / BABY-G / PRO TREK / EDIFICE / OCEANUS / CASIO fx / Privia
69540,６９５４０,ファナック,ファナック / FANUC / 6954 / ロボット / CNC / ロボマシン / ロボドリル / ロボショット / ロボカット / ファナックロボット
69580,６９５８０,日本シイエムケイ,日本シイエムケイ / 69580 / CMK / シイエムケイ / CMK Corporation / プリント基板 / PCB / フレキシブル基板 / 高密度実装基板 / 電子部品
69610,６９６１０,エンプラス,申し訳ありませんが、「エンプラス」（証券コード: 69610）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的に企業の略称やニックネームは、業界やコミュニティによって異なることがありますので、具体的な情報は金融ニュースやSNS、企業の公式発表などをご確認ください。
69620,６９６２０,大真空,"申し訳ありませんが、「大真空」（証券コード: 69620）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は私のデータベースには含まれていません。一般的に企業の略称やニックネームは、業界や投資家の間で非公式に使われることが多いため、公式な情報としては提供できないことがあります。

ただし、一般的な方法として、企業の正式名称や証券コードをそのまま"
69630,６９６３０,ローム,ローム / 69630 / ROHM / LSI / パワーデバイス / SiCデバイス / オペアンプ / センサ / LED / パワーIC
69650,６９６５０,浜松ホトニクス,浜松ホトニクス / 69650 / 浜ホト / Hamamatsu Photonics / 光センサー / フォトダイオード / 光電子増倍管 / CCDカメラ / 光計測機器 / 光学デバイス
69660,６９６６０,三井ハイテック,三井ハイテック / 69660 / MHT / 三井ハイテックモーター / 三井ハイテック金型 / 三井ハイテック電子部品 / 三井ハイテック精密加工 / 三井ハイテック電動車 / 三井ハイテックインバータ / 三井ハイテックパワーエレクトロニクス
69670,６９６７０,新光電気工業,新光電気工業 / 69670 / 新光電気 / Shin-Etsu / SEH / SEI / Shin-Etsu Handotai / Shin-Etsu Chemical / Shin-Etsu Group / Shin-Etsu Electronics
69710,６９７１０,京セラ,京セラ / 6971 / KYOCERA / セラミック / 京セラドーム / 京セラソーラー / 京セラプリンター / 京セラ携帯 / 京セラセラミックナイフ / 京セラファインセラミックス
69760,６９７６０,太陽誘電,太陽誘電 / 69760 / TAIYO YUDEN / タイヨウユウデン / TY / EOMIN / EOMINシリーズ / EOMIN Capacitors / Supercapacitors / Multilayer Ceramic Capacitors
69810,６９８１０,村田製作所,村田製作所 / 6981 / ムラタ / Murata / Murata Manufacturing / GRシリーズ / Murata Boy / Murata Girl / Murata Power Inductor / Murata Ceramic Capacitor
69860,６９８６０,双葉電子工業,双葉電子工業 / 69860 / 双葉電子 / Futaba / FUTABA / FUTABA RC / T7PX / T10J / S-FHSS / T-FHSS
69880,６９８８０,日東電工,日東電工 / 69880 / Nitto / ニットー / ニットーレンズ / ニットーテープ / ニットーフィルム / ニットーマスク / ニットーバリア / ニットーシール
69950,６９９５０,東海理化電機製作所,東海理化 / 東海理化電機 / 69950 / TOKAI RIKA / スマートキー / ステアリングスイッチ / シフター / センサ / セーフティシステム / 自動車部品
69960,６９９６０,ニチコン,ニチコン / 69960 / コンデンサ / EV用充電器 / エナジーデバイス / パワーエレクトロニクス / エコキャップ / フィルムコンデンサ / アルミ電解コンデンサ / ニチコン株式会社
69970,６９９７０,日本ケミコン,日本ケミコン / 69970 / 日ケミ / Nippon Chemi-Con / NCC / アルミ電解コンデンサ / コンデンサ / ケミコン / KEMET (関連会社のブランド) / UCC (United Chemi-Con)
69990,６９９９０,ＫＯＡ,ＫＯＡ / 69990 / KOA株式会社 / KOA / チップ抵抗 / サーミスタ / 電流センサ / ヒューズ / 抵抗器 / 電子部品メーカー
70030,７００３０,三井Ｅ＆Ｓ,三井Ｅ＆Ｓ / MES / 三井造船 / 三井E&Sホールディングス / 三井E&Sエンジニアリング / 三井E&Sマシナリー / 三井E&Sシステム技研 / 三井E&S造船 / 三井E&Sテクノサービス / 三井E&Sパワーシステムズ
70040,７００４０,カナデビア,申し訳ありませんが、「カナデビア」（証券コード: 70040）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持っていません。一般的に企業やブランドに関連する情報は、公式ウェブサイトや金融ニュース、SNSなどで確認することができます。
70110,７０１１０,三菱重工業,三菱重工業 / 7011 / MHI / 三菱重工 / 三菱 / パワーシステム / ジェットエンジン / MRJ / H-IIAロケット / ダイヤモンドプリンセス
70120,７０１２０,川崎重工業,川崎重工業 / 70120 / 川重 / カワサキ / Kawasaki / Ninja / Zシリーズ / バルカン / ジェットスキー / ヘリコプター
70130,７０１３０,ＩＨＩ,IHI / 7013 / 石川島播磨重工業 / ジェットエンジン / ターボチャージャー / ボイラー / タービン / プラント / インフラ / エネルギーソリューション
70140,７０１４０,名村造船所,名村造船所 / 70140 / 名村 / 名村造 / NDS / Namura / 造船所 / 船舶 / 名村ドック / 名村シップ
70330,７０３３０,マネジメントソリューションズ,申し訳ありませんが、「マネジメントソリューションズ」（証券コード: 70330）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的には、企業名や証券コードがそのまま使われることが多いですが、特定の略称やニックネームが存在する場合は、金融ニュースやSNSでの言及を直接確認することをお勧めします。
70340,７０３４０,プロレド・パートナーズ,プロレド・パートナーズ / 70340 / プロレド / PRORED / プロレドパートナーズ / プロレド・グループ / コスト削減コンサル / プロレドAI / プロレド・ソリューション / プロレド・サービス
70380,７０３８０,フロンティア・マネジメント,申し訳ありませんが、「フロンティア・マネジメント」（証券コード: 70380）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的には、企業名や証券コードそのものが略称として使われることが多いです。具体的な情報を得るには、金融ニュースやSNS、企業の公式発表などを直接ご確認いただくことをお勧めします。
70710,７０７１０,アンビスホールディングス,申し訳ありませんが、アンビスホールディングス（証券コード: 70710）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持っていません。一般的には、企業名や証券コードそのものが略称として使われることが多いです。もし特定の情報が必要であれば、公式ウェブサイトや金融ニュース、SNSなどで最新の情報を確認することをお勧めします。
70850,７０８５０,カーブスホールディングス,カーブスホールディングス / 7085 / カーブス / Curves / Curves Japan / カーブスジャパン / カーブスフィットネス / カーブスジム / ウィメンズフィットネス / 女性専用フィットネス
70880,７０８８０,フォーラムエンジニアリング,フォーラムエンジニアリング / 70880 / フォーラム / フォーラムエンジ / FE / フォーラムエンジニアリング株式会社 / フォーラムエンジニア / フォーラムエンジニアリンググループ / フォーラムエンジニアリング製品 / フォーラムエンジニアリングブランド
70920,７０９２０,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,申し訳ありませんが、「Fast Fitness Japan」（証券コード: 70920）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持っていません。一般的に、企業やブランドに関する略称やニックネームは、SNSや金融ニュースでの使用状況に依存するため、特定の情報源を参照する必要があります。
70950,７０９５０,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,申し訳ありませんが、具体的な略称、ニックネーム、製品名やブランド名についての情報は持っていません。ただし、一般的に企業名や証券コードがそのまま略称として使われることが多いです。例えば、「Macbee Planet」や「70950」がそのまま使われることがあります。製品やブランド名については、公式な情報源や企業のウェブサイトを確認することをお勧めします。
71020,７１０２０,日本車輌製造,日本車輌製造 / 日車 / 日本車輌 / 日車製 / 日本車輌製造株式会社 / NIPPON SHARYO / NISSHA / N-SHARYO / キハ / モハ
71050,７１０５０,三菱ロジスネクスト,三菱ロジスネクスト / 71050 / ロジスネクスト / 三菱フォークリフト / ニチユ / ユニキャリア / ロジスネクストユニキャリア / ロジスネクストニチユ / 三菱重工フォークリフト / M-Forklift
71280,７１２８０,フルサト・マルカホールディングス,申し訳ありませんが、「フルサト・マルカホールディングス」（証券コード: 71280）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持っていません。最新の情報については、公式ウェブサイトや金融ニュース、SNSなどでご確認ください。
71300,７１３００,ヤマエグループホールディングス,ヤマエグループホールディングス / 71300 / ヤマエ / ヤマエHD / ヤマエグループ / YGH / ヤマエホールディングス / ヤマエグループHD / ヤマエGHD / ヤマエブランド
71480,７１４８０,ＦＰＧ,FPG / エフピージー / 71480 / フィナンシャル・プロダクト・グループ / FPG証券 / FPGリース / FPG航空機ファンド / FPG不動産 / FPGタックスソリューション / FPGアセットマネジメント
71640,７１６４０,全国保証,全国保証 / 71640 / 全国保証株式会社 / Zenkoku保証 / 全国保証サービス / 全国保証ローン / 全国保証住宅ローン / 全国保証カード / 全国保証サポート / 全国保証プラン
71670,７１６７０,めぶきフィナンシャルグループ,めぶきフィナンシャルグループ / 71670 / めぶきFG / めぶき / Mebuki / 常陽銀行 / 足利銀行 / Joyo Bank / Ashikaga Bank / Mebuki Card
71720,７１７２０,ジャパンインベストメントアドバイザー,ジャパンインベストメントアドバイザー / JIA / 71720 / ジャパンインベストメント / ジャパンインベストメントアド / ジャパンアドバイザー / JIA証券 / JIAグループ / JIAファンド / ジャパンインベストメントファンド
71730,７１７３０,東京きらぼしフィナンシャルグループ,東京きらぼしフィナンシャルグループ / 71730 / きらぼし銀行 / きらぼしFG / きらぼし証券 / きらぼしリース / きらぼしキャピタル / きらぼしアセットマネジメント / きらぼしコンサルティング / きらぼしカード
71800,７１８００,九州フィナンシャルグループ,九州FG / 九州フィナンシャル / 7180 / 九州フィナンシャルグループ / きゅうしゅうフィナンシャル / KFG / きゅうしゅうFG / きゅうしゅうフィナンシャルグループ / 九州FG証券 / 九州FG銀行
71810,７１８１０,かんぽ生命保険,かんぽ生命 / かんぽ / 71810 / かんぽ生命保険 / かんぽの宿 / かんぽの保険 / かんぽの年金 / かんぽの学資保険 / かんぽの医療保険 / かんぽの終身保険
71820,７１８２０,ゆうちょ銀行,ゆうちょ銀行 / ゆうちょ / JPゆうちょ / ゆうちょダイレクト / ゆうちょPay / ゆうちょATM / 71820 / ゆうちょ投信 / ゆうちょカード / ゆうちょ口座
71840,７１８４０,富山第一銀行,富山第一銀行 / 71840 / 富一 / TOYAMA FIRST BANK / TFB / だいちバンク / 富山第一 / 第一銀行 / 富山第一フィナンシャルグループ / 富一バンク
71860,７１８６０,コンコルディア・フィナンシャルグループ,コンコルディア・フィナンシャルグループ / 71860 / CFG / コンコルディア / 横浜銀行 / 東日本銀行 / 横銀 / 東銀 / コンコルディアFG / コンコルディアグループ
71870,７１８７０,ジェイリース,"申し訳ありませんが、具体的な略称やニックネーム、製品名やブランド名についての情報は持っていません。ただし、一般的に企業名や証券コードがそのまま略称として使われることが多いです。ジェイリースの場合、以下のようなものが考えられます。

ジェイリース / 71870 / Jリース / JLease

これらは一般的な例であり、実際の使用状況については最新の情報をご確認ください。"
71890,７１８９０,西日本フィナンシャルホールディングス,申し訳ありませんが、「西日本フィナンシャルホールディングス」（証券コード: 71890）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は私のデータベースには含まれていません。一般的には、企業の略称やニックネームはSNSや金融ニュースで独自に使われることが多く、公式なものではない場合があります。公式な製品名やブランド名については、企業の公式ウェブサイトやプレス
71980,７１９８０,ＳＢＩアルヒ,"申し訳ありませんが、具体的な略称やニックネーム、製品名、ブランド名についての情報は持っていません。ただし、一般的に企業名や証券コードがそのまま略称として使われることが多いです。以下は一般的な例です：

ＳＢＩアルヒ / 71980 / SBI / アルヒ / SBIホールディングス / ARUHI / SBIグループ / アルヒ住宅ローン / SBI住宅ローン / アルヒネット

これらは一般"
71990,７１９９０,プレミアグループ,プレミアグループ / 71990 / プレミア / プレミアファイナンス / プレミアレンディング / プレミアカード / プレミアローン / プレミアサービス / プレミアサポート / プレミアソリューションズ
72010,７２０１０,日産自動車,日産 / 日産自動車 / 7201 / NISSAN / ノート / セレナ / エクストレイル / スカイライン / フェアレディZ / リーフ
72020,７２０２０,いすゞ自動車,いすゞ自動車 / 72020 / いすゞ / ISUZU / エルフ / ギガ / フォワード / ジェミニ / ビークロス / トルーパー
